DNS,IP,DATE,TIME,COUNTRY_CODE,COUNTRY_NAME,REGION_CODE,REGION_NAME,CITY,ZIP_CODE,TIME_ZONE,LATITUDE,LONGITUDE,METRO_CODE,REQUEST,STATUS,SIZE,REFERER,CLIENT_NAME,CLIENT_TYPE,CLIENT_VERSION,OS_NAME,OS_VERSION,ENGINE,DEVICE_BRAND_NAME,DEVICE_MODEL,DEVICE_TYPE
www.akumenius.com,176.31.255.177,2014-03-01,13:10:01 +0100,FR,France,null,null,null,null,Europe/Paris,48.8582,2.3387,0,GET /hotels-consulted-update HTTP/1.0,200,,,Wget,library,1.12,GNU/Linux,null,null,null,null,desktop
www.akumenius.com,190.17.235.152,2014-02-26,00:04:38 +0100,AR,Argentina,C,Buenos Aires F.D.,Buenos Aires,1871,America/Argentina/Buenos_Aires,-34.6021,-58.3845,0,GET /modules/raton/views/themes/bcoos/js/views/hotelDetail.js HTTP/1.1,200,16594,http://www.akumenius.com/destinos-baratos/hoteles-baratos/ofertas-hotel-Praia-Ipanema-en-Rio%20de%20Janeiro_BRASIL-54021b-destinos.html,Internet Explorer,browser,8.0,Windows,XP,{'default': 'Trident'},null,null,desktop
www.akumenius.com,66.249.76.216,2014-02-24,02:56:41 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /hoteles-baratos/ofertas-hotel-Nh-Best-en-BEST-32936t-destinos.html HTTP/1.1,404,3100,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,66.249.76.216,2014-02-24,08:31:46 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /hoteles-baratos/ofertas-hotel-Fiesta-Hotel-Cala-LLonga-en-Ibiza_ESPA%C3%91A-24845b.html HTTP/1.1,200,6253,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,173.252.110.118,2014-02-26,14:33:24 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /modules/raton/views/themes/bcoos/images/buscadores/calendaricon.png HTTP/1.1,200,338,http://www.akumenius.com/hoteles-baratos/ofertas-hotel-Best-Western-Tequisquiapan-en-Queretaro-176834b-destinos.html,facebookexternalhit,generic,1.1,null,null,null,null,null,null
www.akumenius.com,66.249.76.216,2014-02-23,14:37:36 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinosCaracteristicas/hoteles-baratos-en-Chiapa-De-Corzo_M%C3%89XICO-con-Miniclub HTTP/1.1,200,8743,,Googlebot,generic,2.1,null,null,null,null,null,null
test.akumenius.com,80.28.221.123,2014-02-27,17:18:35 +0100,ES,Spain,CT,Catalonia,null,08840,Europe/Madrid,41.3215,2.022,0,GET /newdesign/libraries/anythingSlider/images/1r.png HTTP/1.1,304,304,"""http://test.akumenius.com/newdesign/",Firefox,browser,3.6.17,Fedora,3.6.17,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,93.156.12.123,2014-02-28,10:22:49 +0100,ES,Spain,AS,Principality of Asturias,Oviedo,33013,Europe/Madrid,43.359,-5.8444,0,GET /includes/images/uploaded/Slideshow/semana-santa-huevos-pascua.jpg HTTP/1.1,200,28713,http://www.akumenius.com/,Chrome,browser,33.0.1750.117,Windows,7,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,83.50.63.86,2014-02-25,20:31:11 +0100,ES,Spain,CT,Catalonia,Sant Feliu de Llobregat,08980,Europe/Madrid,41.3833,2.05,0,GET /includes/images/uploaded/CHOLLOS/BALNEARIO-RELAX.png HTTP/1.1,200,28328,http://www.akumenius.com/chollos,Android Browser,browser,null,Android,2.3.6,{'default': 'WebKit'},null,null,null
www.akumenius.com,88.2.219.180,2014-02-24,12:57:16 +0100,ES,Spain,CL,Castille and León,Humienta,09620,Europe/Madrid,42.2276,-3.6837,0,GET /modules/raton/views/themes/bcoos/images/buscadores/todo-incluido.png HTTP/1.1,200,110187,http://www.akumenius.com/hoteles-baratos/hoteles-todo-incluido.html?gclid=CLmS397a5LwCFQkEwwodqxIABw,Internet Explorer,browser,8.0,Windows,XP,{'default': 'Trident'},null,null,desktop
www.akumenius.com,157.55.33.39,2014-02-25,14:28:54 +0100,US,United States,WA,Washington,null,null,America/Los_Angeles,47.6032,-122.3412,0,GET /escapadas/escapada-museo-de-cera-de-madrid-hotel-princesa-de-eboli-8700998c5562137f7aa24d4358aadd4f.html HTTP/1.1,200,3100,,bingbot,generic,2.0,null,null,null,null,null,null
localhost,127.0.0.1,2014-02-25,16:16:32 +0100,ES,Spain,GI,Girona,Girona,17003,Europe/Madrid,41.9831,2.8249,0,OPTIONS * HTTP/1.0,200,,,Apache,generic,,null,null,null,null,null,null
www.akumenius.com,213.143.61.105,2014-02-28,21:00:22 +0100,ES,Spain,AN,Andalusia,Seville,41006,Europe/Madrid,37.3834,-5.9789,0,GET /modules/raton/views/themes/bcoos/images/buscadores/btobuscadorexterno.png HTTP/1.1,200,2540,https://www.google.es/,Chrome Mobile,browser,30.0.1599.92,Android,4.1.1,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,smartphone
www.akumenius.com,46.222.151.127,2014-02-24,12:30:26 +0100,ES,Spain,MD,Madrid,Madrid,28046,Europe/Madrid,40.4143,-3.7016,0,GET /libraries/jqueryui/js/jquery.ui.mouse.min.js HTTP/1.1,200,2814,http://www.akumenius.com/hoteles-baratos/hoteles-todo-incluido.html?gclid=COTD7eDU5LwCFYkEwwodnBwAvg,Chrome Mobile,browser,32.0.1700.99,Android,4.3,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,smartphone
www.akumenius.com,188.77.46.81,2014-02-24,19:56:22 +0100,ES,Spain,VC,Valencia,Alicante,03008,Europe/Madrid,38.3432,-0.4807,0,GET /libraries/jqueryui/js/jquery.ui.position.min.js HTTP/1.1,200,3617,http://www.akumenius.com/hotel-list/107873/EP/ESPECIAL%20FORMULA%201%20GP%20BARCELONA%20GHT%20BALMES%20EN%20CALELLA,Opera,browser,12.16,Windows,7,"{'default': '', 'versions': {'3.5': 'Elektra', 7: 'Presto', 15: 'Blink'}}",null,null,desktop
www.akumenius.com,217.125.21.135,2014-02-28,17:24:36 +0100,ES,Spain,MD,Madrid,Madrid,28007,Europe/Madrid,40.4143,-3.7016,0,GET /libraries/jqueryvalidate/jquery.validate.min.js HTTP/1.1,200,21247,http://www.akumenius.com/hoteles-baratos/ofertas-vacaciones-verano.html,Internet Explorer,browser,11.0,Windows,7,{'default': 'Trident'},null,null,desktop
www.akumenius.com,81.35.188.72,2014-02-27,13:07:46 +0100,ES,Spain,CT,Catalonia,Barcelona,08015,Europe/Madrid,41.3891,2.1611,0,POST /destinos-get HTTP/1.1,200,216,http://www.akumenius.com/,Android Browser,browser,null,Android,4.1.2,{'default': 'WebKit'},null,null,null
www.akumenius.com,31.4.188.61,2014-02-25,17:28:14 +0100,ES,Spain,CT,Catalonia,Barcelona,08020,Europe/Madrid,41.3891,2.1611,0,GET /modules/raton/views/themes/bcoos/googleMaps.js HTTP/1.1,200,7085,http://www.akumenius.com/hotel-list,Android Browser,browser,null,Android,2.3.6,{'default': 'WebKit'},null,null,null
www.akumenius.com,84.125.10.108,2014-02-23,18:36:55 +0100,ES,Spain,CL,Castille and León,Salamanca,37003,Europe/Madrid,40.961,-5.6566,0,GET /libraries/jqueryui/js/jquery.ui.mouse.min.js HTTP/1.1,200,2814,http://www.akumenius.com/destinos-baratos/hoteles-en-Salamanca_ESPA%C3%91A,Internet Explorer,browser,11.0,Windows,7,{'default': 'Trident'},null,null,desktop
www.akumenius.com,84.122.134.198,2014-02-25,21:07:50 +0100,ES,Spain,AN,Andalusia,Cadiz,11010,Europe/Madrid,36.526,-6.2968,0,GET //modules/raton/views/themes/bcoos/images/ajax-loader.gif HTTP/1.1,200,3208,http://www.akumenius.com/hotel-list,Internet Explorer,browser,10.0,Windows,7,{'default': 'Trident'},null,null,desktop
www.akumenius.com,83.37.157.138,2014-02-27,23:24:29 +0100,ES,Spain,VC,Valencia,Valencia,46014,Europe/Madrid,39.4705,-0.3765,0,GET /libraries/jqueryui/js/jquery.ui.widget.min.js HTTP/1.1,200,3303,http://www.akumenius.com/,Chrome,browser,32.0.1700.107,Windows,7,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,217.125.71.222,2014-02-25,18:31:48 +0100,ES,Spain,AN,Andalusia,Tocina,41340,Europe/Madrid,37.609,-5.734,0,GET /escapadas/andalucia-713.html HTTP/1.1,200,14992,,Chrome,browser,33.0.1750.117,Windows,Vista,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,66.249.76.216,2014-02-25,15:15:48 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinosCaracteristicas/hoteles-baratos-en-Aarhus_DINAMARCA-con-Almuerzo-de-men HTTP/1.1,200,6414,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,80.35.176.249,2014-02-26,11:05:01 +0100,ES,Spain,CT,Catalonia,Sant Just Desvern,08960,Europe/Madrid,41.386,2.0757,0,GET /libraries/slideShowHome/prova/effects.js HTTP/1.1,200,55233,http://www.akumenius.com/,Internet Explorer,browser,8.0,Windows,XP,{'default': 'Trident'},null,null,desktop
www.akumenius.com,217.12.28.5,2014-03-02,02:35:28 +0100,ES,Spain,AN,Andalusia,Seville,41010,Europe/Madrid,37.3834,-5.9789,0,GET /libraries/anythingSlider/images/4a.png HTTP/1.1,304,304,,null,null,null,null,null,null,null,null,null
www.akumenius.com,66.249.64.98,2014-03-01,04:49:59 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinosCaracteristicas/hoteles-baratos-en-Candidasa-(Bali)_INDONESIA-con-Televisi%C3%B3n HTTP/1.1,200,6412,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,79.108.11.51,2014-02-27,10:51:02 +0100,ES,Spain,AN,Andalusia,Cadiz,11008,Europe/Madrid,36.526,-6.2968,0,GET /modules/raton/views/themes/bcoos/js/blocks/buscadorApaisado.js HTTP/1.1,200,14172,http://www.akumenius.com/hotel-list,Mobile Safari,browser,6.0,iOS,6.1.2,{'default': 'WebKit'},null,null,null
www.akumenius.com,66.249.76.216,2014-02-27,20:51:03 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinos-caracteristicas/hoteles-baratos-en-Frederikshavn_DINAMARCA-con-Bar-es HTTP/1.1,200,6422,,Googlebot,generic,2.1,null,null,null,null,null,null
test.akumenius.com,80.28.221.123,2014-02-27,16:59:28 +0100,ES,Spain,CT,Catalonia,null,08840,Europe/Madrid,41.3215,2.022,0,GET /newdesign/libraries/anythingSlider/images/2a.png HTTP/1.1,304,304,"""http://test.akumenius.com/newdesign/",Firefox,browser,3.6.17,Fedora,3.6.17,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,80.37.230.56,2014-02-28,01:35:40 +0100,ES,Spain,CT,Catalonia,Lliçà de Vall,08185,Europe/Madrid,41.5914,2.244,0,GET /includes/images/uploaded/Slideshow/FORMULA1.jpg HTTP/1.1,200,38716,http://www.akumenius.com/,Firefox,browser,27.0,Windows,XP,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,66.249.76.216,2014-02-25,14:30:03 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinosCaracteristicas/hoteles-baratos-en-Cannes_FRANCIA-con-Bote-a-pedales HTTP/1.1,200,10689,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,157.56.92.158,2014-02-28,18:36:39 +0100,US,United States,WA,Washington,null,null,America/Los_Angeles,47.6032,-122.3412,0,GET /destinos-baratos/hoteles-en-Benalm%C3%A1dena_ESPA%C3%91A HTTP/1.1,200,23304,,bingbot,generic,2.0,null,null,null,null,null,null
www.akumenius.com,88.23.18.254,2014-02-25,19:45:51 +0100,ES,Spain,MD,Madrid,Madrid,28008,Europe/Madrid,40.4143,-3.7016,0,GET /includes/images/uploaded/Promociones/p_granada.jpg HTTP/1.1,200,18269,http://www.akumenius.com/,Android Browser,browser,null,Android,4.1.2,{'default': 'WebKit'},null,null,null
www.akumenius.com,195.77.16.215,2014-02-27,12:11:42 +0100,ES,Spain,VC,Valencia,Valencia,46011,Europe/Madrid,39.4705,-0.3765,0,GET /hotel-list HTTP/1.0,200,9635,http://www.akumenius.com/hoteles-baratos/hoteles-todo-incluido.html?gclid=CLbJlp2U7LwCFSbnwgodNG0Awg,Mobile Safari,browser,7.0,iOS,7.0.4,{'default': 'WebKit'},null,null,null
www.akumenius.com,66.249.76.216,2014-02-25,18:50:55 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinosCaracteristicas/hoteles-baratos-en-Nairobi_KENIA-con-Casino HTTP/1.1,200,7947,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,66.249.76.216,2014-02-25,04:10:42 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinosCaracteristicas/hoteles-baratos-en-Limerick_IRLANDA-con-Quiosco HTTP/1.1,200,9370,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,213.143.51.143,2014-02-25,14:49:52 +0100,ES,Spain,CT,Catalonia,Barcelona,08035,Europe/Madrid,41.3891,2.1611,0,GET /modules/raton/views/themes/bcoos/css/2column_home.css HTTP/1.1,200,11146,http://www.akumenius.com/,Android Browser,browser,null,Android,4.0.4,{'default': 'WebKit'},null,null,null
www.akumenius.com,79.159.80.179,2014-02-28,21:12:49 +0100,ES,Spain,GA,Galicia,Cedeira,15350,Europe/Madrid,42.2871,-8.6156,0,GET /libraries/jqueryui/js/jquery.ui.core.min.js HTTP/1.1,200,4365,http://www.akumenius.com/destinos-caracteristicas/hoteles-baratos-en-Koh-Samui-and-Area_TAILANDIA-con-Masaje,Mobile Safari,browser,4.0.4,iOS,3.2,{'default': 'WebKit'},null,null,null
www.akumenius.com,83.33.64.92,2014-02-26,17:19:49 +0100,ES,Spain,CL,Castille and León,Aranda de Duero,09400,Europe/Madrid,41.6696,-3.6896,0,GET /modules/raton/views/themes/bcoos/css/portalTodoIncluidoLayout.css HTTP/1.1,200,2699,http://www.akumenius.com/hoteles-baratos/hoteles-todo-incluido.html,Firefox,browser,27.0,Windows,7,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,66.249.76.216,2014-02-24,01:17:52 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinos-baratos/hoteles-baratos/ofertas-hotel-Unistar-Delhi-en-Delhi-175368b-destinos.html HTTP/1.1,404,3100,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,81.45.52.104,2014-02-26,19:11:25 +0100,ES,Spain,MD,Madrid,Madrid,28003,Europe/Madrid,40.4143,-3.7016,0,GET /libraries/anythingSlider/images/3a.png HTTP/1.1,200,2530,http://www.akumenius.com/,Android Browser,browser,null,Android,4.1.2,{'default': 'WebKit'},null,null,null
localhost,127.0.0.1,2014-02-24,16:11:07 +0100,ES,Spain,GI,Girona,Girona,17003,Europe/Madrid,41.9831,2.8249,0,OPTIONS * HTTP/1.0,200,,,Apache,generic,,null,null,null,null,null,null
www.akumenius.com,62.117.197.230,2014-02-27,11:16:19 +0100,ES,Spain,MD,Madrid,Madrid,28038,Europe/Madrid,40.4143,-3.7016,0,GET /includes/css/style.css HTTP/1.1,304,304,"""http://www.akumenius.com/",Internet Explorer,browser,8.0,Windows,XP,{'default': 'Trident'},null,null,desktop
localhost,127.0.0.1,2014-02-26,17:14:07 +0100,ES,Spain,GI,Girona,Girona,17003,Europe/Madrid,41.9831,2.8249,0,OPTIONS * HTTP/1.0,200,,,Apache,generic,,null,null,null,null,null,null
www.akumenius.com,77.209.92.87,2014-02-25,13:20:32 +0100,ES,Spain,MD,Madrid,San Martin de Valdeiglesias,28680,Europe/Madrid,40.3618,-4.3983,0,GET /libraries/jqueryui/js/jquery.ui.datepicker.min.js HTTP/1.1,304,304,"""http://www.akumenius.com/hotel-list/28631/EP/ESCAPADA%20RELAX%20HOTEL%20CARLOS%20I%20SILGAR/escapada?type=1",Internet Explorer,browser,9.0,Windows,7,{'default': 'Trident'},null,null,desktop
www.akumenius.com,62.151.100.130,2014-02-24,13:44:49 +0100,ES,Spain,AN,Andalusia,Ogijares,18151,Europe/Madrid,37.1191,-3.6077,0,POST /hotel-list-data/?type=1 HTTP/1.1,200,6128,http://www.akumenius.com/hotel-list?type=e,Internet Explorer,browser,10.0,Windows,7,{'default': 'Trident'},null,null,desktop
www.akumenius.com,85.192.91.253,2014-02-25,17:29:30 +0100,ES,Spain,CT,Catalonia,Barcelona,08013,Europe/Madrid,41.3891,2.1611,0,GET /includes/images/uploaded/Slideshow/semana-santa-huevos-pascua.jpg HTTP/1.0,200,28713,http://www.akumenius.com/?gclid=CMevlrzZ57wCFekBwwodD4sAvQ,Firefox,browser,27.0,Windows,XP,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,66.249.76.216,2014-02-23,05:09:13 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinos-baratos/destinosEstrelles/hoteles-en-Engelhartszell_AUSTRIA-con-1-estrella HTTP/1.1,200,8813,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,81.33.166.44,2014-02-27,09:12:38 +0100,ES,Spain,MD,Madrid,Madrid,28005,Europe/Madrid,40.4143,-3.7016,0,GET /modules/raton/views/themes/bcoos/images/buscadores/fondo_seledad.png HTTP/1.1,200,614,http://www.akumenius.com/hoteles-baratos/hoteles-todo-incluido.html?gclid=CLS4_ZHu67wCFYMfwwodwBIAHQ,Chromium,browser,32.0.1700.102,Ubuntu,null,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,188.76.23.9,2014-03-01,23:44:32 +0100,ES,Spain,AN,Andalusia,Seville,41002,Europe/Madrid,37.3834,-5.9789,0,GET /modules/raton/views/themes/bcoos/css/buttons_nav_elige.css HTTP/1.1,200,48,http://www.akumenius.com/hotel-list,Chrome,browser,33.0.1750.117,Windows,8,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,212.170.226.194,2014-02-27,10:24:49 +0100,ES,Spain,AN,Andalusia,Seville,41001,Europe/Madrid,37.3834,-5.9789,0,GET /chollos HTTP/1.0,200,8129,http://www.akumenius.com/,Internet Explorer,browser,7.0,Windows,XP,{'default': 'Trident'},null,null,desktop
www.akumenius.com,81.184.251.178,2014-02-28,20:13:42 +0100,ES,Spain,AR,Aragon,Zaragoza,50009,Europe/Madrid,41.6574,-0.8764,0,GET /modules/raton/views/themes/bcoos/images/circle.png HTTP/1.1,200,583,http://www.akumenius.com/booking/42574/e/1/1?i=9wHN1mIyMfNGFcqsozSzX8sU43nDhcWPkUJuYKcaB2A%3D,Safari,browser,7.0.1,Mac,10.9.1,{'default': 'WebKit'},null,null,desktop
www.akumenius.com,92.59.65.175,2014-02-27,20:58:54 +0100,ES,Spain,MD,Madrid,Madrid,28034,Europe/Madrid,40.4143,-3.7016,0,GET /modules/raton/views/themes/bcoos/images/buscadores/bg_autocompletar_RH.png HTTP/1.1,200,881,http://www.akumenius.com/,Internet Explorer,browser,11.0,Windows,7,{'default': 'Trident'},null,null,desktop
test.akumenius.com,80.28.221.123,2014-02-24,12:35:34 +0100,ES,Spain,CT,Catalonia,null,08840,Europe/Madrid,41.3215,2.022,0,GET /newdesign/libraries/jqueryui/js/jquery.ui.datepicker.min.js HTTP/1.1,304,304,"""http://test.akumenius.com/newdesign/destinos-baratos/destinos-caracteristicas/hoteles-baratos-en-Barcelona_ESPA%C3%91A-con-Accesible-para-minusv%C3%A1lidos",Firefox,browser,3.6.17,Fedora,3.6.17,{'default': 'Gecko'},null,null,desktop
www.akumenius.com,66.249.76.216,2014-02-23,18:47:58 +0100,US,United States,null,null,null,null,America/Chicago,37.751,-97.822,0,GET /destinos-caracteristicas/hoteles-baratos-en-Albena_BULGARIA-con-Mini-golf HTTP/1.1,200,15386,,Googlebot,generic,2.1,null,null,null,null,null,null
www.akumenius.com,193.37.153.37,2014-02-25,18:17:39 +0100,PT,Portugal,18,Viseu,Viseu,3500-002,Europe/Lisbon,40.661,-7.9097,0,GET /destinos-baratos/hoteles-en-Punta-Umbria_ESPA%C3%91A HTTP/1.1,200,16630,http://www.akumenius.com/hoteles-baratos/ofertas-hoteles-semana-santa.html,Chrome,browser,29.0.1547.62,Windows,XP,"{'default': 'WebKit', 'versions': {28: 'Blink'}}",null,null,desktop
www.akumenius.com,80.30.133.95,2014-03-01,19:03:14 +0100,ES,Spain,PV,Basque Country,Azpeitia,20730,Europe/Madrid,43.1788,-2.2624,0,POST /hoteles-baratos/ofertas-hoteles-todo-incluido-en-malta_MALTA.html HTTP/1.1,200,7273,http://www.akumenius.com/hoteles-baratos/ofertas-hoteles-todo-incluido-en-malta_MALTA.html,Mobile Safari,browser,7.0,iOS,7.0.6,{'default': 'WebKit'},null,null,null
test.akumenius.com,80.28.221.123,2014-02-27,15:21:28 +0100,ES,Spain,CT,Catalonia,null,08840,Europe/Madrid,41.3215,2.022,0,GET /newdesign/libraries/anythingSlider/images/6a.png HTTP/1.1,304,304,"""http://test.akumenius.com/newdesign/",Firefox,browser,3.6.17,Fedora,3.6.17,{'default': 'Gecko'},null,null,desktop
